Word, Lemma Head, Lemma CobMln, CobMln
peculiar, peculiar, 26, 26
pen, pen, 26, 19
pen, pen, 3, 0
pencil, pencil, 19, 15
pencil, pencil, 2, 0
pens, pen, 26, 7
pens, pen, 3, 0
perceived, perceive, 22, 2
perfect, perfect, 5, 0
perfect, perfect, 63, 63
perfect, perfect, 0, 0
perfectly, perfectly, 66, 66
perhaps, perhaps, 473, 473
perpetual, perpetual, 8, 8
perplexed, perplexed, 3, 3
perplexed, perplex, 2, 0
pig, pig, 0, 0
pig, pig, 43, 18
pitiful, pitiful, 4, 4
place, place, 641, 523
place, place, 100, 5
plain, plain, 23, 15
plain, plain, 29, 28
plain, plain, 1, 0
plain, plain, 10, 10
plan, plan, 135, 72
plan, plan, 168, 6
plans, plan, 135, 63
plans, plan, 168, 3
pleased, pleased, 45, 45
pleased, please, 18, 2
poles, pole, 21, 10
poles, pole, 1, 0
policies, policy, 226, 59
poor, poor, 208, 189
poor, poor, 36, 36
popular, popular, 80, 80
portfolio, portfolio, 6, 5
possible, possible, 8, 7
possible, possible, 336, 336
praised, praise, 17, 2
preferred, prefer, 82, 6
preserve, preserve, 3, 2
preserve, preserve, 40, 4
pretence, pretence, 6, 5
pretend, pretend, 52, 6
pretend, pretend, 0, 0
pride, pride, 39, 38
principal, principal, 8, 7
principal, principal, 28, 28
proceed, proceed, 40, 4
proceeded, proceed, 40, 3
procure, procure, 2, 0
proof, proof, 34, 30
proof, proof, 0, 0
proof, proof, 0, 0
protest, protest, 39, 29
protest, protest, 26, 1
protested, protest, 26, 3
proved, prove, 149, 13
proving, prove, 149, 9
pun, pun, 2, 1
pun, pun, 0, 0
pursue, pursue, 44, 4
pursued, pursue, 44, 3
quarrels, quarrel, 13, 5
quarrels, quarrel, 11, 0
queer, queer, 1, 0
queer, queer, 0, 0
queer, queer, 9, 9
quite, quite, 550, 550
quivering, quiver, 11, 7
rack, rack, 10, 8
rack, rack, 0, 0
rack, rack, 4, 0
rapture, rapture, 2, 2
rather, rather, 513, 513
rather, rather, 0, 0
rations, ration, 6, 0
rations, ration, 4, 0
rations, rations, 4, 4
really, really, 592, 592
reason, reason, 327, 226
reason, reason, 9, 1
recalled, recall, 53, 4
reckoning, reckoning, 3, 3
reckoning, reckon, 22, 1
recollecting, recollect, 3, 0
recurred, recur, 7, 0
remains, remain, 262, 43
remains, remains, 29, 29
remark, remark, 39, 19
remark, remark, 31, 2
remarked, remark, 31, 4
rent, rent, 51, 37
rent, rent, 29, 1
rent, rend, 2, 0
repays, repay, 8, 0
repeated, repeated, 13, 13
repeated, repeat, 66, 6
repetition, repetition, 14, 10
replied, reply, 85, 13
reply, reply, 32, 29
reply, reply, 85, 4
representing, represent, 102, 14
rest, rest, 205, 203
rest, rest, 52, 3
result, result, 221, 156
result, result, 58, 3
returned, return, 221, 22
returning, return, 221, 32
rig, rig, 5, 4
rig, rig, 4, 0
right, right, 115, 115
right, right, 1, 0
right, right, 395, 395
right, right, 313, 313
roused, rouse, 9, 1
rudder, rudder, 1, 1
ruff, ruff, 1, 1
ruff, ruff, 0, 0
sad, sad, 49, 46
sagaciously, sagaciously, 0, 0
said, said, 0, 0
said, say, 4267, 554
sailed, sail, 20, 2
sailing, sail, 20, 5
sailing, sailing, 5, 4
sailors, sailor, 12, 6
sale, sale, 58, 34
sally, sally, 1, 0
salt, salt, 37, 35
salt, salt, 4, 0
salt, salt, 6, 6
same, same, 13, 13
same, same, 660, 660
sat, sit, 500, 46
saved, save, 122, 7
saw, saw, 1, 0
saw, saw, 3, 0
saw, see, 2060, 97
sawdust, sawdust, 2, 2
say, say, 0, 0
say, say, 4267, 219
say, say, 0, 0
scarcely, scarcely, 31, 31
scared, scare, 7, 1
scared, scared, 19, 19
scenes, scene, 111, 23
scratch, scratch, 7, 5
scratch, scratch, 24, 1
scream, scream, 11, 5
scream, scream, 48, 2
scrupulous, scrupulous, 1, 1
sea, sea, 173, 160
season, season, 59, 49
season, season, 9, 1
second, second, 96, 54
second, second, 1, 0
second, second, 1, 0
second, second, 27, 27
second, second, 258, 258
second-hand, second-hand, 0, 0
second-hand, second-hand, 5, 5
second-hand, second-hand, 1, 1
see, see, 0, 0
see, see, 2060, 292
seeing, see, 2060, 84
seeing, seeing, 4, 4
seek, seek, 120, 11
seen, see, 2060, 376
seldom, seldom, 33, 33
sentiment, sentiment, 12, 8
separate, separate, 50, 4
separate, separate, 60, 60
serve, serve, 5, 4
serve, serve, 149, 16
served, serve, 149, 11
set, set, 104, 82
set, set, 314, 29
set, set, 30, 30
seven, seven, 0, 0
seven, seven, 119, 119
seventeen, seventeen, 3, 3
seventeen, seventeen, 19, 19
seventy, seventy, 13, 0
seventy, seventy, 16, 16
shadowy, shadowy, 7, 7
shall, shall, 230, 46
shape, shape, 79, 62
shape, shape, 17, 1
shapes, shape, 79, 18
shapes, shape, 17, 1
share, share, 65, 39
share, share, 119, 13
sharpening, sharpen, 9, 2
ship, ship, 72, 44
ship, ship, 5, 0
shook, shake, 131, 17
shortly, shortly, 36, 36
should, shall, 230, 0
should, should, 990, 198
shoulder, shoulder, 128, 67
shoulder, shoulder, 3, 0
shriek, shriek, 5, 3
shriek, shriek, 12, 0
shrill, shrill, 7, 6
shrill, shrill, 1, 0
shuddering, shudder, 13, 4
shy, shy, 1, 1
shy, shy, 2, 0
shy, shy, 17, 17
sigh, sigh, 13, 12
sigh, sigh, 30, 0
sight, sight, 101, 94
sight, sight, 3, 0
sign, sign, 139, 87
sign, sign, 49, 4
signs, sign, 139, 52
signs, sign, 49, 0
silence, silence, 90, 87
silence, silence, 8, 1
silver, silver, 51, 51
silver, silver, 1, 0
simply, simply, 232, 232
since, since, 60, 60
since, since, 170, 170
since, since, 270, 270
sit, sit, 500, 30
skill, skill, 81, 38
skip, skip, 1, 1
skip, skip, 9, 1
sky, sky, 84, 77
sky, sky, 1, 0
slate, slate, 5, 4
slate, slate, 1, 0
slightest, slight, 52, 17
slowness, slowness, 3, 3
small, small, 0, 0
small, small, 600, 521
small, small, 0, 0
smiles, smile, 83, 9
smiles, smile, 161, 7
snark, snark, 0, 0
so, so, 2283, 2283
so, so, 721, 721
soap, soap, 20, 20
soap, soap, 1, 0
sob, sob, 6, 1
sob, sob, 11, 0
society, society, 338, 278
soft, soft, 82, 78
softly, softly, 25, 25
solemnity, solemnity, 2, 2
some, some, 76, 76
some, some, 1832, 1832
somehow, somehow, 75, 75
sometimes, sometimes, 291, 291
song, song, 50, 33
sorrowful, sorrowful, 2, 2
sought, seek, 120, 7
soul, soul, 55, 41
sound, sound, 152, 123
sound, sound, 125, 9
sound, sound, 4, 3
sound, sound, 3, 3
spade, spade, 5, 3
spade, spade, 0, 0
speak, speak, 371, 32
speaks, speak, 371, 15
speech, speech, 93, 76
spent, spent, 3, 3
spent, spend, 281, 28
spirits, spirit, 76, 9
spirits, spirit, 1, 0
spirits, spirits, 17, 17
spite, spite, 49, 49
spite, spite, 0, 0
spoken, speak, 371, 42
spot, spot, 55, 40
spot, spot, 23, 2
spot, spot, 0, 0
squeaks, squeak, 2, 1
squeaks, squeak, 4, 0
stands, stand, 32, 9
stands, stand, 467, 33
starboard, starboard, 2, 2
starboard, starboard, 0, 0
state, state, 323, 290
state, state, 50, 1
stated, state, 50, 5
stated, stated, 5, 5
steer, steer, 0, 0
steer, steer, 2, 1
steer, steer, 15, 1
still, still, 1, 0
still, still, 1, 0
still, still, 36, 36
still, still, 872, 872
stood, stand, 467, 42
story, story, 228, 167
stout, stout, 1, 1
stout, stout, 9, 9
strange, strange, 106, 101
strength, strength, 97, 91
striking, striking, 18, 18
striking, strike, 111, 11
strongly, strongly, 45, 45
stuff, stuff, 65, 64
stuff, stuff, 21, 1
stupid, stupid, 38, 37
stupid, stupid, 0, 0
sty, sty, 0, 0
sty, sty, 1, 1
style, style, 105, 86
style, style, 5, 0
subject, subject, 182, 125
subject, subject, 12, 0
subject, subject, 39, 39
subscribe, subscribe, 5, 1
subtract, subtract, 4, 1
such, such, 941, 941
suddenly, suddenly, 188, 188
suggested, suggest, 229, 19
summer, summer, 124, 121
summer, summer, 0, 0
sums, sum, 48, 17
supplies, supply, 72, 11
supplies, supply, 51, 4
supplies, supplies, 15, 15
supporting, support, 118, 20
supreme, supreme, 23, 23
sure, sure, 263, 261
sure, sure, 42, 42
surely, surely, 76, 76
surprise, surprise, 60, 56
surprise, surprise, 15, 1
symmetrical, symmetrical, 4, 4
take, take, 0, 0
take, take, 1913, 192
taken, take, 1913, 338
taking, taking, 0, 0
taking, take, 1913, 210
tale, tale, 32, 17
talked, talk, 510, 19
tame, tame, 4, 0
tame, tame, 4, 4
tape, tape, 34, 28
tape, tape, 4, 0
taste, taste, 57, 48
taste, taste, 22, 2
taught, teach, 143, 13
tears, tear, 59, 55
tears, tear, 1, 0
tears, tear, 61, 0
tell, tell, 1061, 112
temper, temper, 17, 15
temper, temper, 4, 0
ten, ten, 8, 0
ten, ten, 226, 226
terms, term, 103, 21
terms, term, 5, 0
terms, terms, 152, 152
than, than, 530, 530
than, than, 1127, 1127
thank, thank, 115, 25
that, that, 0, 0
that, that, 4605, 4605
that, that, 7513, 7513
that's, that's, 507, 507
that's, that's, 10, 10
the, the, 1219, 1219
the, the, 59739, 59739
their, their, 2894, 2894
them, them, 2347, 2347
then, then, 1881, 1881
then, then, 0, 0
there, there, 3353, 3353
there, there, 0, 0
there's, there's, 259, 259
there's, there's, 17, 17
these, these, 1265, 1265
they, they, 4929, 4929
thimbles, thimble, 0, 0
thing, thing, 1037, 542
things, thing, 1037, 495
things, things, 124, 124
think, think, 0, 0
think, think, 2000, 305
thinking, thinking, 36, 36
thinking, thinking, 7, 7
thinking, think, 2000, 137
third, third, 14, 8
third, third, 189, 189
this, this, 0, 0
this, this, 4734, 4734
those, those, 882, 882
though, though, 51, 51
though, though, 576, 576
thought, thought, 191, 129
thought, think, 2000, 118
thoughtful, thoughtful, 10, 10
thousand, thousand, 61, 0
thousand, thousand, 113, 113
threaten, threaten, 63, 3
threatened, threaten, 63, 8
three, three, 3, 0
three, three, 632, 632
thrice, thrice, 1, 1
thrice, thrice, 0, 0
thrill, thrill, 6, 5
thrill, thrill, 9, 0
thumbs, thumb, 27, 4
thumbs, thumb, 2, 0
tight, tight, 39, 34
tight, tight, 10, 9
till, till, 0, 0
till, till, 1, 0
till, till, 38, 38
till, till, 38, 38
time, time, 1971, 1789
time, time, 5, 0
times, time, 1971, 182
times, time, 5, 0
times, times, 105, 105
times, times, 63, 63
tingle, tingle, 0, 0
tingle, tingle, 3, 0
tingled, tingle, 3, 0
tip, tip, 30, 19
tip, tip, 16, 1
to, to, 0, 0
to, to, 7006, 7006
to, to, 19942, 19942
told, tell, 1061, 98
tone, tone, 53, 44
tone, tone, 1, 0
too, too, 1042, 1042
took, take, 1913, 119
top, top, 172, 161
top, top, 13, 1
top, top, 71, 71
travel, travel, 29, 29
travel, travel, 95, 9
tremendous, tremendous, 30, 30
tremulous, tremulous, 1, 1
tried, tried, 0, 0
tried, try, 738, 42
trip, trip, 68, 54
trip, trip, 7, 1
trite, trite, 2, 1
tropical, tropical, 19, 19
tropics, tropic, 1, 0
tropics, tropics, 5, 5
true, true, 5, 5
true, true, 250, 248
true, true, 5, 5
trusted, trust, 48, 3
try, try, 8, 0
try, try, 738, 67
turn, turn, 104, 94
turn, turn, 578, 35
turned, turn, 578, 65
twice, twice, 55, 55
twice, twice, 21, 21
two, two, 3, 0
two, two, 1369, 1369
umbrella, umbrella, 14, 11
unaccountably, unaccountably, 2, 2
uncle, uncle, 66, 59
understand, understand, 291, 50
undertaking, undertaking, 5, 4
undertaking, undertaking, 1, 1
undertaking, undertake, 30, 2
unfailing, unfailing, 1, 1
unfrequented, unfrequented, 0, 0
unmanned, unman, 0, 0
unmanned, unmanned, 1, 1
unmistakable, unmistakable, 6, 6
unpacking, unpack, 5, 1
up, up, 3, 0
up, up, 51, 51
up, up, 2000, 2000
up, up, 461, 461
up, up, 0, 0
us, us, 877, 877
use, use, 231, 213
use, use, 124, 0
use, use, 798, 68
used, used, 0, 0
used, used, 21, 21
used, use, 124, 31
used, use, 798, 74
uttered, utter, 14, 2
vainly, vainly, 2, 2
valley, valley, 56, 49
value, value, 173, 115
value, value, 11, 0
vanish, vanish, 41, 1
venture, venture, 11, 7
venture, venture, 13, 1
very, very, 33, 33
very, very, 1606, 1606
vessel, vessel, 17, 9
vestige, vestige, 3, 1
vexes, vex, 2, 0
view, view, 259, 209
view, view, 30, 2
voice, voice, 269, 232
voice, voice, 4, 0
voyage, voyage, 9, 8
voyage, voyage, 0, 0
wag, wag, 1, 0
wag, wag, 4, 0
waist, waist, 21, 20
walk, walk, 54, 43
walk, walk, 309, 19
want, want, 0, 0
want, want, 1119, 163
warranted, warrant, 3, 0
was, be, 38301, 5417
waste, waste, 54, 42
waste, waste, 38, 3
waste, waste, 11, 11
wasted, waste, 38, 3
watch, watch, 40, 37
watch, watch, 250, 18
watched, watch, 250, 19
way, way, 1318, 1178
way, way, 24, 24
we, we, 3615, 3615
weak, weak, 59, 47
wearisome, wearisome, 1, 1
weary, weary, 1, 0
weary, weary, 10, 10
weather, weather, 65, 65
weather, weather, 5, 0
week, week, 430, 271
weeks, week, 430, 159
well, well, 5, 0
well, well, 3, 0
well, well, 9, 0
well, well, 1100, 843
well, well, 517, 517
went, go, 2889, 173
wept, weep, 28, 2
were, be, 38301, 1177
west, west, 35, 35
west, west, 15, 15
we've, we've, 128, 128
what, what, 2794, 2794
what, what, 0, 0
what's, what's, 129, 129
what's, what's, 5, 5
what's, what's, 0, 0
when, when, 0, 0
when, when, 2117, 2117
when, when, 465, 465
when, when, 0, 0
whenever, whenever, 1, 1
whenever, whenever, 51, 51
whenever, whenever, 0, 0
where, where, 176, 176
where, where, 220, 220
where, where, 661, 661
where, where, 0, 0
wheresoever, wheresoever, 0, 0
wheresoever, wheresoever, 0, 0
which, which, 3423, 3423
while, while, 159, 159
while, while, 454, 454
while, while, 0, 0
whiskers, whisker, 2, 1
whiskers, whiskers, 2, 2
who, who, 2390, 2390
whole, whole, 101, 101
whole, whole, 320, 320
wholly, wholly, 29, 29
whom, whom, 180, 180
whose, whose, 223, 223
wig, wig, 13, 7
wig, wig, 0, 0
will, will, 128, 126
will, will, 48, 11
will, will, 3858, 388
wind, wind, 0, 0
wind, wind, 120, 106
wind, wind, 16, 1
wind, wind, 0, 0
wind, wind, 1, 0
wink, wink, 3, 3
wink, wink, 8, 0
winter, winter, 83, 79
winter, winter, 1, 0
wise, wise, 1, 1
wise, wise, 40, 32
with, with, 6966, 6966
without, without, 0, 0
without, without, 581, 581
without, without, 0, 0
witnesses, witness, 30, 15
witnesses, witness, 17, 1
won, win, 154, 14
wondering, wonder, 172, 36
won't, won't, 173, 173
word, word, 492, 220
word, word, 2, 0
work, work, 698, 666
work, work, 553, 42
working, working, 57, 57
working, work, 553, 196
working, working, 4, 0
worst, worst, 22, 22
worst, worst, 0, 0
worst, badly, 56, 1
worst, bad, 330, 37
would, will, 3858, 480
would, would, 1028, 257
wrath, wrath, 7, 7
wreck, wreck, 8, 6
wreck, wreck, 10, 1
wrinkled, wrinkle, 11, 2
wrong, wrong, 15, 13
wrong, wrong, 1, 0
wrong, wrong, 172, 172
wrong, wrong, 25, 25
wrote, write, 464, 32
years, year, 1420, 913
years, years, 0, 0
yellow, yellow, 12, 11
yellow, yellow, 2, 0
yellow, yellow, 52, 52
yet, yet, 187, 187
yet, yet, 281, 281
you, you, 7174, 7174
you'd, you'd, 61, 61
you'd, you'd, 32, 32
you'll, you'll, 121, 121
you'll, you'll, 0, 0
your, your, 1612, 1612
yourselves, yourselves, 8, 8
you've, you've, 199, 199
zones, zone, 16, 5
zones, zone, 0, 0
add, add, 234, 21
added, add, 234, 22
advised, advise, 43, 4
agree, agree, 191, 20
answer, answer, 170, 19
appeal, appeal, 22, 2
appeared, appear, 291, 25
approach, approach, 80, 5
are, be, 38301, 2207
arrange, arrange, 88, 7
atone, atone, 1, 0
bade, bid, 5, 1
bake, bake, 24, 1
beach, beach, 1, 0
bear, bear, 16, 6
bear, bear, 107, 13
became, become, 834, 67
began, begin, 683, 89
beheld, behold, 5, 0
best, best, 0, 0
betrayed, betray, 20, 2
beware, beware, 5, 1
bewilder, bewilder, 14, 0
bite, bite, 27, 2
blew, blow, 84, 5
board, board, 9, 1
boil, boil, 43, 3
boots, boots, 0, 0
bought, buy, 256, 18
bow, bow, 3, 0
bow, bow, 16, 1
bow, bow, 0, 0
bowl, bowl, 13, 1
brave, brave, 2, 0
bring, bring, 512, 45
broke, break, 229, 16
brought, bring, 512, 50
butcher, butcher, 3, 0
call, call, 693, 50
called, call, 693, 84
came, come, 1960, 174
can, can, 3954, 415
can, can, 5, 0
captain, captain, 1, 0
capture, capture, 26, 2
care, care, 121, 20
cash, cash, 7, 1
caught, catch, 193, 22
caused, cause, 171, 15
cemented, cement, 3, 0
chance, chance, 2, 0
changed, change, 459, 46
charge, charge, 45, 2
charm, charm, 4, 0
charmed, charm, 4, 1
check, check, 83, 9
cite, cite, 11, 1
clear, clear, 49, 2
coat, coat, 6, 1
combed, comb, 9, 1
come, come, 1960, 174
complete, complete, 48, 3
concern, concern, 23, 3
condense, condense, 4, 0
confessed, confess, 25, 2
considered, consider, 208, 20
contrived, contrive, 6, 1
conveyed, convey, 23, 1
cooked, cook, 72, 5
could, can, 3954, 469
count, count, 63, 7
counted, count, 63, 3
course, course, 1, 0
court, court, 6, 1
crew, crew, 0, 0
crew, crow, 3, 0
cried, cry, 120, 10
crisp, crisp, 1, 0
crossed, cross, 75, 9
cry, cry, 120, 8
damage, damage, 37, 2
debate, debate, 12, 1
deck, deck, 2, 0
declared, declare, 55, 7
decline, decline, 33, 1
delight, delight, 35, 1
delivered, deliver, 46, 5
deplored, deplore, 7, 1
describe, describe, 164, 9
deserted, desert, 19, 3
desolate, desolate, 1, 0
despair, despair, 4, 0
did, do, 4499, 292
diminished, diminish, 26, 2
dine, dine, 31, 1
disgust, disgust, 5, 0
displayed, display, 38, 3
distressed, distress, 10, 2
divide, divide, 64, 3
do, do, 4499, 534
doubt, doubt, 34, 5
down, down, 7, 0
drank, drink, 129, 9
dread, dread, 9, 1
dream, dream, 37, 2
dreamed, dream, 37, 3
dressed, dress, 82, 12
drove, drive, 218, 16
dust, dust, 8, 1
dwelt, dwell, 9, 0
earth, earth, 1, 0
ease, ease, 23, 2
embarked, embark, 11, 1
employed, employ, 62, 7
encourage, encourage, 107, 9
end, end, 141, 15
endorsed, endorse, 10, 1
endure, endure, 19, 3
engage, engage, 44, 3
engaged, engage, 44, 5
engrossed, engross, 3, 1
entered, enter, 129, 11
entwined, entwine, 2, 0
enveloped, envelop, 5, 0
even, even, 0, 0
exclaimed, exclaim, 14, 2
explain, explain, 201, 21
explained, explain, 201, 16
eye, eye, 6, 0
face, face, 136, 11
fainted, faint, 7, 1
fancy, fancy, 16, 3
father, father, 1, 0
feared, fear, 79, 6
feel, feel, 863, 87
fell, fell, 9, 1
fell, fall, 294, 27
felt, feel, 863, 81
fetch, fetch, 21, 3
fight, fight, 142, 16
find, find, 1088, 129
finger, finger, 5, 0
fire, fire, 48, 2
fit, fit, 75, 10
fixed, fix, 40, 3
flavour, flavour, 4, 0
flaw, flaw, 3, 0
following, following, 12, 6
forbear, forbear, 1, 0
forgot, forget, 170, 6
form, form, 126, 11
found, found, 30, 0
found, find, 1088, 96
frightened, frighten, 22, 3
fry, fry, 3, 1
fry, fry, 21, 1
further, further, 1, 0
gave, give, 1278, 72
gaze, gaze, 31, 1
give, give, 1278, 121
glimpse, glimpse, 6, 0
glue, glue, 3, 0
go, go, 2889, 258
got, get, 2381, 172
gown, gown, 0, 0
grace, grace, 1, 0
grand, grand, 0, 0
grew, grow, 341, 18
grieve, grieve, 5, 0
groan, groan, 11, 0
guess, guess, 77, 13
habit, habit, 0, 0
had, have, 13494, 1248
hand, hand, 70, 5
happen, happen, 437, 29
happened, happen, 437, 38
have, have, 13494, 1192
head, head, 512, 223
head, head, 47, 2
hear, hear, 505, 47
heard, hear, 505, 57
heeded, heed, 3, 0
help, help, 388, 60
hire, hire, 31, 2
home, home, 1, 0
hope, hope, 227, 32
hoped, hope, 227, 12
howl, howl, 10, 0
hundred, hundred, 51, 0
hunt, hunt, 29, 3
ice, ice, 3, 0
included, include, 127, 9
informed, inform, 37, 4
ink, ink, 0, 0
insure, insure, 4, 0
interest, interest, 8, 0
intimate, intimate, 2, 0
introduce, introduce, 91, 6
jam, jam, 11, 0
joke, joke, 11, 0
judge, judge, 40, 4
keep, keep, 657, 87
kept, keep, 657, 42
kid, kid, 11, 1
kill, kill, 209, 19
knew, know, 2119, 114
know, know, 2119, 339
lace, lace, 5, 0
landed, land, 29, 4
last, last, 71, 10
learned, learn, 308, 18
left, leave, 783, 84
lend, lend, 27, 3
let, let, 431, 44
light, light, 54, 2
light, light, 1, 0
like, like, 326, 49
listen, listen, 177, 19
long, long, 31, 4
look, look, 1347, 109
looked, look, 1347, 102
loose, loose, 2, 0
lose, lose, 339, 20
lost, lose, 339, 42
low, low, 3, 0
made, make, 2332, 199
man, man, 7, 0
map, map, 4, 0
marched, march, 30, 3
mark, mark, 49, 4
mattered, matter, 90, 2
may, may, 1438, 203
meet, meet, 233, 13
mention, mention, 113, 10
met, meet, 233, 30
might, may, 1438, 106
might, might, 311, 62
mind, mind, 63, 14
mine, mine, 4, 0
minute, minute, 0, 0
mixed, mix, 51, 5
moderate, moderate, 3, 0
mother, mother, 3, 0
must, must, 921, 184
name, name, 58, 0
narrow, narrow, 15, 1
near, near, 6, 0
need, need, 555, 74
note, note, 60, 4
number, number, 9, 0
object, object, 24, 4
occurred, occur, 124, 11
offered, offer, 205, 19
omitted, omit, 10, 1
open, open, 230, 12
order, order, 86, 7
out, out, 1, 0
own, own, 89, 9
owned, own, 89, 7
paced, pace, 11, 1
packed, pack, 38, 4
painted, paint, 72, 9
pale, pale, 1, 0
paper, paper, 1, 0
part, part, 32, 5
pen, pen, 3, 0
pencil, pencil, 2, 0
perceived, perceive, 22, 2
perfect, perfect, 5, 0
perplexed, perplex, 2, 0
place, place, 100, 5
plain, plain, 1, 0
plan, plan, 168, 6
pleased, please, 18, 2
praised, praise, 17, 2
preferred, prefer, 82, 6
preserve, preserve, 40, 4
pretend, pretend, 52, 6
proceed, proceed, 40, 4
proceeded, proceed, 40, 3
procure, procure, 2, 0
proof, proof, 0, 0
protest, protest, 26, 1
protested, protest, 26, 3
proved, prove, 149, 13
pun, pun, 0, 0
pursue, pursue, 44, 4
pursued, pursue, 44, 3
queer, queer, 0, 0
rack, rack, 4, 0
reason, reason, 9, 1
recalled, recall, 53, 4
recurred, recur, 7, 0
remark, remark, 31, 2
remarked, remark, 31, 4
rent, rent, 29, 1
rent, rend, 2, 0
repeated, repeat, 66, 6
replied, reply, 85, 13
reply, reply, 85, 4
rest, rest, 52, 3
result, result, 58, 3
returned, return, 221, 22
rig, rig, 4, 0
right, right, 1, 0
roused, rouse, 9, 1
ruff, ruff, 0, 0
said, say, 4267, 554
sailed, sail, 20, 2
salt, salt, 4, 0
sat, sit, 500, 46
saved, save, 122, 7
saw, saw, 3, 0
saw, see, 2060, 97
say, say, 4267, 219
scared, scare, 7, 1
scratch, scratch, 24, 1
scream, scream, 48, 2
season, season, 9, 1
second, second, 1, 0
second, second, 1, 0
see, see, 2060, 292
seek, seek, 120, 11
separate, separate, 50, 4
serve, serve, 149, 16
served, serve, 149, 11
set, set, 314, 29
shall, shall, 230, 46
shape, shape, 17, 1
share, share, 119, 13
ship, ship, 5, 0
shook, shake, 131, 17
should, shall, 230, 0
should, should, 990, 198
shoulder, shoulder, 3, 0
shriek, shriek, 12, 0
shrill, shrill, 1, 0
shy, shy, 2, 0
sigh, sigh, 30, 0
sight, sight, 3, 0
sign, sign, 49, 4
silence, silence, 8, 1
silver, silver, 1, 0
sit, sit, 500, 30
skip, skip, 9, 1
sky, sky, 1, 0
slate, slate, 1, 0
soap, soap, 1, 0
sob, sob, 11, 0
sought, seek, 120, 7
sound, sound, 125, 9
spade, spade, 0, 0
speak, speak, 371, 32
spent, spend, 281, 28
spite, spite, 0, 0
spot, spot, 23, 2
starboard, starboard, 0, 0
state, state, 50, 1
stated, state, 50, 5
steer, steer, 15, 1
still, still, 1, 0
stood, stand, 467, 42
stuff, stuff, 21, 1
style, style, 5, 0
subject, subject, 12, 0
subscribe, subscribe, 5, 1
subtract, subtract, 4, 1
suggested, suggest, 229, 19
summer, summer, 0, 0
surprise, surprise, 15, 1
take, take, 1913, 192
talked, talk, 510, 19
tame, tame, 4, 0
tape, tape, 4, 0
taste, taste, 22, 2
taught, teach, 143, 13
tell, tell, 1061, 112
temper, temper, 4, 0
thank, thank, 115, 25
think, think, 2000, 305
thought, think, 2000, 118
thousand, thousand, 61, 0
threaten, threaten, 63, 3
threatened, threaten, 63, 8
thrill, thrill, 9, 0
till, till, 1, 0
time, time, 5, 0
tingle, tingle, 3, 0
tingled, tingle, 3, 0
tip, tip, 16, 1
told, tell, 1061, 98
tone, tone, 1, 0
took, take, 1913, 119
top, top, 13, 1
travel, travel, 95, 9
tried, try, 738, 42
trip, trip, 7, 1
trusted, trust, 48, 3
try, try, 738, 67
