Word, Lemma Head, Lemma CobMln, CobMln
turn, turn, 578, 35
turned, turn, 578, 65
understand, understand, 291, 50
unmanned, unman, 0, 0
up, up, 3, 0
use, use, 124, 0
use, use, 798, 68
used, use, 124, 31
used, use, 798, 74
uttered, utter, 14, 2
value, value, 11, 0
vanish, vanish, 41, 1
venture, venture, 13, 1
view, view, 30, 2
voice, voice, 4, 0
voyage, voyage, 0, 0
wag, wag, 4, 0
walk, walk, 309, 19
want, want, 1119, 163
warranted, warrant, 3, 0
was, be, 38301, 5417
waste, waste, 38, 3
wasted, waste, 38, 3
watch, watch, 250, 18
watched, watch, 250, 19
weary, weary, 1, 0
weather, weather, 5, 0
well, well, 3, 0
went, go, 2889, 173
wept, weep, 28, 2
were, be, 38301, 1177
wig, wig, 0, 0
will, will, 48, 11
will, will, 3858, 388
wind, wind, 16, 1
wind, wind, 0, 0
wind, wind, 1, 0
wink, wink, 8, 0
winter, winter, 1, 0
won, win, 154, 14
word, word, 2, 0
work, work, 553, 42
worst, worst, 0, 0
would, will, 3858, 480
would, would, 1028, 257
wreck, wreck, 10, 1
wrinkled, wrinkle, 11, 2
wrong, wrong, 1, 0
wrote, write, 464, 32
yellow, yellow, 2, 0
add, add, 234, 21
added, add, 234, 22
advised, advise, 43, 4
agree, agree, 191, 20
answer, answer, 170, 19
appeal, appeal, 22, 2
appeared, appear, 291, 25
approach, approach, 80, 5
arrange, arrange, 88, 7
atone, atone, 1, 0
bade, bid, 5, 1
bake, bake, 24, 1
beach, beach, 1, 0
bear, bear, 107, 13
became, become, 834, 67
began, begin, 683, 89
beheld, behold, 5, 0
best, best, 0, 0
betrayed, betray, 20, 2
beware, beware, 5, 1
bewilder, bewilder, 14, 0
bite, bite, 27, 2
blew, blow, 84, 5
board, board, 9, 1
boil, boil, 43, 3
bought, buy, 256, 18
bow, bow, 3, 0
bow, bow, 16, 1
bow, bow, 0, 0
bowl, bowl, 13, 1
brave, brave, 2, 0
bring, bring, 512, 45
broke, break, 229, 16
brought, bring, 512, 50
butcher, butcher, 3, 0
call, call, 693, 50
called, call, 693, 84
came, come, 1960, 174
can, can, 3954, 415
can, can, 5, 0
captain, captain, 1, 0
capture, capture, 26, 2
care, care, 121, 20
cash, cash, 7, 1
caught, catch, 193, 22
caused, cause, 171, 15
cemented, cement, 3, 0
chance, chance, 2, 0
changed, change, 459, 46
charge, charge, 45, 2
charm, charm, 4, 0
charmed, charm, 4, 1
check, check, 83, 9
cite, cite, 11, 1
clear, clear, 49, 2
coat, coat, 6, 1
combed, comb, 9, 1
come, come, 1960, 174
complete, complete, 48, 3
concern, concern, 23, 3
condense, condense, 4, 0
confessed, confess, 25, 2
considered, consider, 208, 20
contrived, contrive, 6, 1
conveyed, convey, 23, 1
cooked, cook, 72, 5
could, can, 3954, 469
count, count, 63, 7
counted, count, 63, 3
course, course, 1, 0
court, court, 6, 1
crew, crew, 0, 0
crew, crow, 3, 0
cried, cry, 120, 10
crisp, crisp, 1, 0
crossed, cross, 75, 9
cry, cry, 120, 8
damage, damage, 37, 2
debate, debate, 12, 1
deck, deck, 2, 0
declared, declare, 55, 7
decline, decline, 33, 1
delight, delight, 35, 1
delivered, deliver, 46, 5
deplored, deplore, 7, 1
describe, describe, 164, 9
deserted, desert, 19, 3
desolate, desolate, 1, 0
despair, despair, 4, 0
did, do, 4499, 292
diminished, diminish, 26, 2
dine, dine, 31, 1
disgust, disgust, 5, 0
displayed, display, 38, 3
distressed, distress, 10, 2
divide, divide, 64, 3
do, do, 4499, 534
doubt, doubt, 34, 5
down, down, 7, 0
drank, drink, 129, 9
dread, dread, 9, 1
dream, dream, 37, 2
dreamed, dream, 37, 3
dressed, dress, 82, 12
drove, drive, 218, 16
dust, dust, 8, 1
dwelt, dwell, 9, 0
earth, earth, 1, 0
ease, ease, 23, 2
embarked, embark, 11, 1
employed, employ, 62, 7
encourage, encourage, 107, 9
end, end, 141, 15
endorsed, endorse, 10, 1
endure, endure, 19, 3
engage, engage, 44, 3
engaged, engage, 44, 5
engrossed, engross, 3, 1
entered, enter, 129, 11
entwined, entwine, 2, 0
enveloped, envelop, 5, 0
even, even, 0, 0
exclaimed, exclaim, 14, 2
explain, explain, 201, 21
explained, explain, 201, 16
eye, eye, 6, 0
face, face, 136, 11
fainted, faint, 7, 1
fancy, fancy, 16, 3
father, father, 1, 0
feared, fear, 79, 6
feel, feel, 863, 87
fell, fell, 9, 1
fell, fall, 294, 27
felt, feel, 863, 81
fetch, fetch, 21, 3
fight, fight, 142, 16
find, find, 1088, 129
finger, finger, 5, 0
fire, fire, 48, 2
fit, fit, 75, 10
fixed, fix, 40, 3
flavour, flavour, 4, 0
flaw, flaw, 3, 0
forbear, forbear, 1, 0
forgot, forget, 170, 6
form, form, 126, 11
found, found, 30, 0
found, find, 1088, 96
frightened, frighten, 22, 3
fry, fry, 21, 1
further, further, 1, 0
gave, give, 1278, 72
gaze, gaze, 31, 1
give, give, 1278, 121
glimpse, glimpse, 6, 0
glue, glue, 3, 0
go, go, 2889, 258
got, get, 2381, 172
gown, gown, 0, 0
grace, grace, 1, 0
grew, grow, 341, 18
grieve, grieve, 5, 0
groan, groan, 11, 0
guess, guess, 77, 13
habit, habit, 0, 0
had, have, 13494, 1248
hand, hand, 70, 5
happen, happen, 437, 29
happened, happen, 437, 38
have, have, 13494, 1192
head, head, 47, 2
hear, hear, 505, 47
heard, hear, 505, 57
heeded, heed, 3, 0
help, help, 388, 60
hire, hire, 31, 2
home, home, 1, 0
hope, hope, 227, 32
hoped, hope, 227, 12
howl, howl, 10, 0
hunt, hunt, 29, 3
ice, ice, 3, 0
included, include, 127, 9
informed, inform, 37, 4
ink, ink, 0, 0
insure, insure, 4, 0
interest, interest, 8, 0
intimate, intimate, 2, 0
introduce, introduce, 91, 6
jam, jam, 11, 0
joke, joke, 11, 0
judge, judge, 40, 4
keep, keep, 657, 87
kept, keep, 657, 42
kid, kid, 11, 1
kill, kill, 209, 19
knew, know, 2119, 114
know, know, 2119, 339
lace, lace, 5, 0
landed, land, 29, 4
last, last, 71, 10
learned, learn, 308, 18
left, leave, 783, 84
lend, lend, 27, 3
let, let, 431, 44
light, light, 54, 2
light, light, 1, 0
like, like, 326, 49
listen, listen, 177, 19
long, long, 31, 4
look, look, 1347, 109
looked, look, 1347, 102
loose, loose, 2, 0
lose, lose, 339, 20
lost, lose, 339, 42
low, low, 3, 0
made, make, 2332, 199
man, man, 7, 0
map, map, 4, 0
marched, march, 30, 3
mark, mark, 49, 4
mattered, matter, 90, 2
may, may, 1438, 203
meet, meet, 233, 13
mention, mention, 113, 10
met, meet, 233, 30
might, may, 1438, 106
might, might, 311, 62
mind, mind, 63, 14
mine, mine, 4, 0
minute, minute, 0, 0
mixed, mix, 51, 5
moderate, moderate, 3, 0
mother, mother, 3, 0
must, must, 921, 184
name, name, 58, 0
narrow, narrow, 15, 1
near, near, 6, 0
need, need, 555, 74
note, note, 60, 4
number, number, 9, 0
object, object, 24, 4
occurred, occur, 124, 11
offered, offer, 205, 19
omitted, omit, 10, 1
open, open, 230, 12
order, order, 86, 7
out, out, 1, 0
own, own, 89, 9
owned, own, 89, 7
paced, pace, 11, 1
packed, pack, 38, 4
painted, paint, 72, 9
pale, pale, 1, 0
paper, paper, 1, 0
part, part, 32, 5
pen, pen, 3, 0
pencil, pencil, 2, 0
perceived, perceive, 22, 2
perfect, perfect, 5, 0
perplexed, perplex, 2, 0
place, place, 100, 5
plain, plain, 1, 0
plan, plan, 168, 6
pleased, please, 18, 2
praised, praise, 17, 2
preferred, prefer, 82, 6
preserve, preserve, 40, 4
pretend, pretend, 52, 6
proceed, proceed, 40, 4
proceeded, proceed, 40, 3
procure, procure, 2, 0
proof, proof, 0, 0
protest, protest, 26, 1
protested, protest, 26, 3
proved, prove, 149, 13
pun, pun, 0, 0
pursue, pursue, 44, 4
pursued, pursue, 44, 3
queer, queer, 0, 0
rack, rack, 4, 0
reason, reason, 9, 1
recalled, recall, 53, 4
recurred, recur, 7, 0
remark, remark, 31, 2
remarked, remark, 31, 4
rent, rent, 29, 1
rent, rend, 2, 0
repeated, repeat, 66, 6
replied, reply, 85, 13
reply, reply, 85, 4
rest, rest, 52, 3
result, result, 58, 3
returned, return, 221, 22
rig, rig, 4, 0
right, right, 1, 0
roused, rouse, 9, 1
ruff, ruff, 0, 0
said, say, 4267, 554
sailed, sail, 20, 2
salt, salt, 4, 0
sat, sit, 500, 46
saved, save, 122, 7
saw, saw, 3, 0
saw, see, 2060, 97
say, say, 4267, 219
scared, scare, 7, 1
scratch, scratch, 24, 1
scream, scream, 48, 2
season, season, 9, 1
second, second, 1, 0
second, second, 1, 0
see, see, 2060, 292
seek, seek, 120, 11
separate, separate, 50, 4
serve, serve, 149, 16
served, serve, 149, 11
set, set, 314, 29
shall, shall, 230, 46
shape, shape, 17, 1
share, share, 119, 13
ship, ship, 5, 0
shook, shake, 131, 17
should, shall, 230, 0
should, should, 990, 198
shoulder, shoulder, 3, 0
shriek, shriek, 12, 0
shrill, shrill, 1, 0
shy, shy, 2, 0
sigh, sigh, 30, 0
sight, sight, 3, 0
sign, sign, 49, 4
silence, silence, 8, 1
silver, silver, 1, 0
sit, sit, 500, 30
skip, skip, 9, 1
sky, sky, 1, 0
slate, slate, 1, 0
soap, soap, 1, 0
sob, sob, 11, 0
sought, seek, 120, 7
sound, sound, 125, 9
spade, spade, 0, 0
speak, speak, 371, 32
spent, spend, 281, 28
spite, spite, 0, 0
spot, spot, 23, 2
starboard, starboard, 0, 0
state, state, 50, 1
stated, state, 50, 5
steer, steer, 15, 1
still, still, 1, 0
stood, stand, 467, 42
stuff, stuff, 21, 1
style, style, 5, 0
subject, subject, 12, 0
subscribe, subscribe, 5, 1
subtract, subtract, 4, 1
suggested, suggest, 229, 19
summer, summer, 0, 0
surprise, surprise, 15, 1
take, take, 1913, 192
talked, talk, 510, 19
tame, tame, 4, 0
tape, tape, 4, 0
taste, taste, 22, 2
taught, teach, 143, 13
tell, tell, 1061, 112
temper, temper, 4, 0
thank, thank, 115, 25
think, think, 2000, 305
thought, think, 2000, 118
threaten, threaten, 63, 3
threatened, threaten, 63, 8
thrill, thrill, 9, 0
till, till, 1, 0
time, time, 5, 0
tingle, tingle, 3, 0
tingled, tingle, 3, 0
tip, tip, 16, 1
told, tell, 1061, 98
tone, tone, 1, 0
took, take, 1913, 119
top, top, 13, 1
travel, travel, 95, 9
tried, try, 738, 42
trip, trip, 7, 1
trusted, trust, 48, 3
try, try, 738, 67
turn, turn, 578, 35
turned, turn, 578, 65
understand, understand, 291, 50
unmanned, unman, 0, 0
up, up, 3, 0
use, use, 124, 0
use, use, 798, 68
used, use, 124, 31
used, use, 798, 74
uttered, utter, 14, 2
value, value, 11, 0
vanish, vanish, 41, 1
venture, venture, 13, 1
view, view, 30, 2
voice, voice, 4, 0
voyage, voyage, 0, 0
wag, wag, 4, 0
walk, walk, 309, 19
want, want, 1119, 163
warranted, warrant, 3, 0
waste, waste, 38, 3
wasted, waste, 38, 3
watch, watch, 250, 18
watched, watch, 250, 19
weary, weary, 1, 0
weather, weather, 5, 0
well, well, 3, 0
went, go, 2889, 173
wept, weep, 28, 2
were, be, 38301, 1177
wig, wig, 0, 0
will, will, 48, 11
will, will, 3858, 388
wind, wind, 16, 1
wind, wind, 0, 0
wind, wind, 1, 0
wink, wink, 8, 0
winter, winter, 1, 0
won, win, 154, 14
word, word, 2, 0
work, work, 553, 42
worst, worst, 0, 0
would, will, 3858, 480
would, would, 1028, 257
wreck, wreck, 10, 1
wrinkled, wrinkle, 11, 2
wrong, wrong, 1, 0
wrote, write, 464, 32
yellow, yellow, 2, 0
add, add, 234, 21
added, add, 234, 22
advised, advise, 43, 4
agree, agree, 191, 20
answer, answer, 170, 19
appeal, appeal, 22, 2
appeared, appear, 291, 25
approach, approach, 80, 5
arrange, arrange, 88, 7
atone, atone, 1, 0
bade, bid, 5, 1
bake, bake, 24, 1
beach, beach, 1, 0
bear, bear, 107, 13
became, become, 834, 67
began, begin, 683, 89
beheld, behold, 5, 0
best, best, 0, 0
betrayed, betray, 20, 2
beware, beware, 5, 1
bewilder, bewilder, 14, 0
bite, bite, 27, 2
blew, blow, 84, 5
board, board, 9, 1
boil, boil, 43, 3
bought, buy, 256, 18
bow, bow, 3, 0
bow, bow, 16, 1
bow, bow, 0, 0
bowl, bowl, 13, 1
brave, brave, 2, 0
bring, bring, 512, 45
broke, break, 229, 16
brought, bring, 512, 50
butcher, butcher, 3, 0
call, call, 693, 50
called, call, 693, 84
came, come, 1960, 174
can, can, 3954, 415
can, can, 5, 0
captain, captain, 1, 0
capture, capture, 26, 2
care, care, 121, 20
cash, cash, 7, 1
caught, catch, 193, 22
caused, cause, 171, 15
cemented, cement, 3, 0
chance, chance, 2, 0
changed, change, 459, 46
charge, charge, 45, 2
charm, charm, 4, 0
charmed, charm, 4, 1
check, check, 83, 9
cite, cite, 11, 1
clear, clear, 49, 2
coat, coat, 6, 1
combed, comb, 9, 1
come, come, 1960, 174
complete, complete, 48, 3
concern, concern, 23, 3
condense, condense, 4, 0
confessed, confess, 25, 2
considered, consider, 208, 20
contrived, contrive, 6, 1
conveyed, convey, 23, 1
cooked, cook, 72, 5
could, can, 3954, 469
count, count, 63, 7
counted, count, 63, 3
course, course, 1, 0
court, court, 6, 1
crew, crew, 0, 0
crew, crow, 3, 0
cried, cry, 120, 10
crisp, crisp, 1, 0
crossed, cross, 75, 9
cry, cry, 120, 8
damage, damage, 37, 2
debate, debate, 12, 1
deck, deck, 2, 0
declared, declare, 55, 7
decline, decline, 33, 1
delight, delight, 35, 1
delivered, deliver, 46, 5
deplored, deplore, 7, 1
describe, describe, 164, 9
deserted, desert, 19, 3
desolate, desolate, 1, 0
despair, despair, 4, 0
did, do, 4499, 292
diminished, diminish, 26, 2
dine, dine, 31, 1
disgust, disgust, 5, 0
displayed, display, 38, 3
distressed, distress, 10, 2
divide, divide, 64, 3
do, do, 4499, 534
doubt, doubt, 34, 5
down, down, 7, 0
drank, drink, 129, 9
dread, dread, 9, 1
dream, dream, 37, 2
dreamed, dream, 37, 3
dressed, dress, 82, 12
drove, drive, 218, 16
dust, dust, 8, 1
dwelt, dwell, 9, 0
earth, earth, 1, 0
ease, ease, 23, 2
embarked, embark, 11, 1
employed, employ, 62, 7
encourage, encourage, 107, 9
end, end, 141, 15
endorsed, endorse, 10, 1
endure, endure, 19, 3
engage, engage, 44, 3
engaged, engage, 44, 5
engrossed, engross, 3, 1
entered, enter, 129, 11
entwined, entwine, 2, 0
enveloped, envelop, 5, 0
even, even, 0, 0
exclaimed, exclaim, 14, 2
explain, explain, 201, 21
explained, explain, 201, 16
eye, eye, 6, 0
face, face, 136, 11
fainted, faint, 7, 1
fancy, fancy, 16, 3
father, father, 1, 0
feared, fear, 79, 6
feel, feel, 863, 87
fell, fell, 9, 1
fell, fall, 294, 27
felt, feel, 863, 81
fetch, fetch, 21, 3
fight, fight, 142, 16
find, find, 1088, 129
finger, finger, 5, 0
fire, fire, 48, 2
fit, fit, 75, 10
fixed, fix, 40, 3
flavour, flavour, 4, 0
flaw, flaw, 3, 0
forbear, forbear, 1, 0
forgot, forget, 170, 6
form, form, 126, 11
found, found, 30, 0
found, find, 1088, 96
frightened, frighten, 22, 3
fry, fry, 21, 1
further, further, 1, 0
gave, give, 1278, 72
gaze, gaze, 31, 1
give, give, 1278, 121
glimpse, glimpse, 6, 0
glue, glue, 3, 0
go, go, 2889, 258
got, get, 2381, 172
gown, gown, 0, 0
grace, grace, 1, 0
grew, grow, 341, 18
grieve, grieve, 5, 0
groan, groan, 11, 0
guess, guess, 77, 13
habit, habit, 0, 0
had, have, 13494, 1248
hand, hand, 70, 5
happen, happen, 437, 29
happened, happen, 437, 38
have, have, 13494, 1192
head, head, 47, 2
hear, hear, 505, 47
heard, hear, 505, 57
heeded, heed, 3, 0
help, help, 388, 60
hire, hire, 31, 2
home, home, 1, 0
hope, hope, 227, 32
hoped, hope, 227, 12
howl, howl, 10, 0
hunt, hunt, 29, 3
ice, ice, 3, 0
included, include, 127, 9
informed, inform, 37, 4
ink, ink, 0, 0
insure, insure, 4, 0
interest, interest, 8, 0
intimate, intimate, 2, 0
introduce, introduce, 91, 6
jam, jam, 11, 0
joke, joke, 11, 0
judge, judge, 40, 4
keep, keep, 657, 87
kept, keep, 657, 42
kid, kid, 11, 1
kill, kill, 209, 19
knew, know, 2119, 114
know, know, 2119, 339
lace, lace, 5, 0
landed, land, 29, 4
last, last, 71, 10
learned, learn, 308, 18
left, leave, 783, 84
lend, lend, 27, 3
let, let, 431, 44
light, light, 54, 2
light, light, 1, 0
like, like, 326, 49
listen, listen, 177, 19
long, long, 31, 4
look, look, 1347, 109
looked, look, 1347, 102
loose, loose, 2, 0
lose, lose, 339, 20
lost, lose, 339, 42
low, low, 3, 0
made, make, 2332, 199
man, man, 7, 0
map, map, 4, 0
marched, march, 30, 3
mark, mark, 49, 4
mattered, matter, 90, 2
may, may, 1438, 203
meet, meet, 233, 13
mention, mention, 113, 10
met, meet, 233, 30
might, may, 1438, 106
might, might, 311, 62
mind, mind, 63, 14
mine, mine, 4, 0
minute, minute, 0, 0
mixed, mix, 51, 5
moderate, moderate, 3, 0
mother, mother, 3, 0
must, must, 921, 184
name, name, 58, 0
narrow, narrow, 15, 1
near, near, 6, 0
need, need, 555, 74
note, note, 60, 4
number, number, 9, 0
object, object, 24, 4
occurred, occur, 124, 11
offered, offer, 205, 19
omitted, omit, 10, 1
open, open, 230, 12
order, order, 86, 7
out, out, 1, 0
own, own, 89, 9
owned, own, 89, 7
paced, pace, 11, 1
packed, pack, 38, 4
painted, paint, 72, 9
pale, pale, 1, 0
paper, paper, 1, 0
part, part, 32, 5
pen, pen, 3, 0
pencil, pencil, 2, 0
perceived, perceive, 22, 2
perfect, perfect, 5, 0
perplexed, perplex, 2, 0
place, place, 100, 5
plain, plain, 1, 0
plan, plan, 168, 6
pleased, please, 18, 2
praised, praise, 17, 2
preferred, prefer, 82, 6
preserve, preserve, 40, 4
pretend, pretend, 52, 6
proceed, proceed, 40, 4
proceeded, proceed, 40, 3
procure, procure, 2, 0
proof, proof, 0, 0
protest, protest, 26, 1
protested, protest, 26, 3
proved, prove, 149, 13
pun, pun, 0, 0
pursue, pursue, 44, 4
pursued, pursue, 44, 3
queer, queer, 0, 0
rack, rack, 4, 0
reason, reason, 9, 1
recalled, recall, 53, 4
recurred, recur, 7, 0
remark, remark, 31, 2
remarked, remark, 31, 4
rent, rent, 29, 1
rent, rend, 2, 0
repeated, repeat, 66, 6
replied, reply, 85, 13
reply, reply, 85, 4
rest, rest, 52, 3
result, result, 58, 3
returned, return, 221, 22
rig, rig, 4, 0
right, right, 1, 0
roused, rouse, 9, 1
ruff, ruff, 0, 0
said, say, 4267, 554
sailed, sail, 20, 2
salt, salt, 4, 0
sat, sit, 500, 46
saved, save, 122, 7
saw, saw, 3, 0
saw, see, 2060, 97
say, say, 4267, 219
scared, scare, 7, 1
scratch, scratch, 24, 1
scream, scream, 48, 2
season, season, 9, 1
second, second, 1, 0
second, second, 1, 0
see, see, 2060, 292
seek, seek, 120, 11
separate, separate, 50, 4
serve, serve, 149, 16
served, serve, 149, 11
set, set, 314, 29
shall, shall, 230, 46
shape, shape, 17, 1
share, share, 119, 13
ship, ship, 5, 0
shook, shake, 131, 17
should, shall, 230, 0
should, should, 990, 198
shoulder, shoulder, 3, 0
shriek, shriek, 12, 0
shrill, shrill, 1, 0
shy, shy, 2, 0
sigh, sigh, 30, 0
sight, sight, 3, 0
sign, sign, 49, 4
silence, silence, 8, 1
silver, silver, 1, 0
sit, sit, 500, 30
skip, skip, 9, 1
sky, sky, 1, 0
slate, slate, 1, 0
soap, soap, 1, 0
sob, sob, 11, 0
sought, seek, 120, 7
sound, sound, 125, 9
spade, spade, 0, 0
speak, speak, 371, 32
spent, spend, 281, 28
spite, spite, 0, 0
spot, spot, 23, 2
starboard, starboard, 0, 0
state, state, 50, 1
stated, state, 50, 5
steer, steer, 15, 1
still, still, 1, 0
stood, stand, 467, 42
stuff, stuff, 21, 1
style, style, 5, 0
subject, subject, 12, 0
subscribe, subscribe, 5, 1
subtract, subtract, 4, 1
suggested, suggest, 229, 19
summer, summer, 0, 0
surprise, surprise, 15, 1
take, take, 1913, 192
talked, talk, 510, 19
tame, tame, 4, 0
tape, tape, 4, 0
taste, taste, 22, 2
taught, teach, 143, 13
tell, tell, 1061, 112
temper, temper, 4, 0
thank, thank, 115, 25
think, think, 2000, 305
thought, think, 2000, 118
threaten, threaten, 63, 3
threatened, threaten, 63, 8
thrill, thrill, 9, 0
till, till, 1, 0
time, time, 5, 0
tingle, tingle, 3, 0
tingled, tingle, 3, 0
tip, tip, 16, 1
told, tell, 1061, 98
tone, tone, 1, 0
took, take, 1913, 119
top, top, 13, 1
travel, travel, 95, 9
tried, try, 738, 42
trip, trip, 7, 1
trusted, trust, 48, 3
try, try, 738, 67
turn, turn, 578, 35
turned, turn, 578, 65
understand, understand, 291, 50
unmanned, unman, 0, 0
up, up, 3, 0
use, use, 124, 0
use, use, 798, 68
used, use, 124, 31
used, use, 798, 74
uttered, utter, 14, 2
value, value, 11, 0
vanish, vanish, 41, 1
venture, venture, 13, 1
view, view, 30, 2
voice, voice, 4, 0
voyage, voyage, 0, 0
wag, wag, 4, 0
walk, walk, 309, 19
want, want, 1119, 163
warranted, warrant, 3, 0
waste, waste, 38, 3
wasted, waste, 38, 3
watch, watch, 250, 18
watched, watch, 250, 19
weary, weary, 1, 0
weather, weather, 5, 0
well, well, 3, 0
went, go, 2889, 173
wept, weep, 28, 2
wig, wig, 0, 0
will, will, 48, 11
will, will, 3858, 388
wind, wind, 16, 1
wind, wind, 0, 0
wind, wind, 1, 0
wink, wink, 8, 0
winter, winter, 1, 0
won, win, 154, 14
word, word, 2, 0
work, work, 553, 42
worst, worst, 0, 0
would, will, 3858, 480
would, would, 1028, 257
wreck, wreck, 10, 1
wrinkled, wrinkle, 11, 2
wrong, wrong, 1, 0
wrote, write, 464, 32
yellow, yellow, 2, 0
added, add, 234, 22
advised, advise, 43, 4
appeared, appear, 291, 25
beheld, behold, 5, 0
betrayed, betray, 20, 2
bought, buy, 256, 18
brought, bring, 512, 50
called, call, 693, 84
can, can, 3954, 415
caught, catch, 193, 22
caused, cause, 171, 15
cemented, cement, 3, 0
changed, change, 459, 46
charmed, charm, 4, 1
combed, comb, 9, 1
come, come, 1960, 174
confessed, confess, 25, 2
considered, consider, 208, 20
contrived, contrive, 6, 1
conveyed, convey, 23, 1
cooked, cook, 72, 5
counted, count, 63, 3
cried, cry, 120, 10
crossed, cross, 75, 9
declared, declare, 55, 7
delivered, deliver, 46, 5
deplored, deplore, 7, 1
deserted, desert, 19, 3
diminished, diminish, 26, 2
displayed, display, 38, 3
distressed, distress, 10, 2
dreamed, dream, 37, 3
dressed, dress, 82, 12
dwelt, dwell, 9, 0
embarked, embark, 11, 1
employed, employ, 62, 7
endorsed, endorse, 10, 1
engaged, engage, 44, 5
engrossed, engross, 3, 1
entered, enter, 129, 11
entwined, entwine, 2, 0
enveloped, envelop, 5, 0
exclaimed, exclaim, 14, 2
explained, explain, 201, 16
fainted, faint, 7, 1
feared, fear, 79, 6
felt, feel, 863, 81
fixed, fix, 40, 3
found, find, 1088, 96
frightened, frighten, 22, 3
got, get, 2381, 172
had, have, 13494, 1248
happened, happen, 437, 38
heard, hear, 505, 57
heeded, heed, 3, 0
hoped, hope, 227, 12
included, include, 127, 9
informed, inform, 37, 4
kept, keep, 657, 42
landed, land, 29, 4
learned, learn, 308, 18
left, leave, 783, 84
let, let, 431, 44
looked, look, 1347, 102
lost, lose, 339, 42
made, make, 2332, 199
marched, march, 30, 3
mattered, matter, 90, 2
may, may, 1438, 203
met, meet, 233, 30
might, might, 311, 62
mixed, mix, 51, 5
must, must, 921, 184
occurred, occur, 124, 11
offered, offer, 205, 19
omitted, omit, 10, 1
owned, own, 89, 7
paced, pace, 11, 1
packed, pack, 38, 4
painted, paint, 72, 9
perceived, perceive, 22, 2
perplexed, perplex, 2, 0
pleased, please, 18, 2
praised, praise, 17, 2
preferred, prefer, 82, 6
proceeded, proceed, 40, 3
protested, protest, 26, 3
proved, prove, 149, 13
pursued, pursue, 44, 3
recalled, recall, 53, 4
recurred, recur, 7, 0
remarked, remark, 31, 4
rent, rend, 2, 0
repeated, repeat, 66, 6
replied, reply, 85, 13
returned, return, 221, 22
roused, rouse, 9, 1
said, say, 4267, 554
sailed, sail, 20, 2
sat, sit, 500, 46
saved, save, 122, 7
scared, scare, 7, 1
served, serve, 149, 11
set, set, 314, 29
shall, shall, 230, 46
should, should, 990, 198
sought, seek, 120, 7
spent, spend, 281, 28
stated, state, 50, 5
stood, stand, 467, 42
suggested, suggest, 229, 19
talked, talk, 510, 19
taught, teach, 143, 13
thought, think, 2000, 118
threatened, threaten, 63, 8
tingled, tingle, 3, 0
told, tell, 1061, 98
tried, try, 738, 42
trusted, trust, 48, 3
turned, turn, 578, 65
unmanned, unman, 0, 0
used, use, 798, 74
uttered, utter, 14, 2
warranted, warrant, 3, 0
wasted, waste, 38, 3
watched, watch, 250, 19
wept, weep, 28, 2
will, will, 3858, 388
won, win, 154, 14
wrinkled, wrinkle, 11, 2
let, let, 431, 44
set, set, 314, 29
let, let, 431, 44
set, set, 314, 29
let, let, 431, 44
set, set, 314, 29
let, let, 431, 44
set, set, 314, 29